#{"t_start": 1744804027.2058632, "env_id": "SpaceInvadersNoFrameskip-v4"}
r,l,t
600.0,3997,10444.490779
350.0,3361,10446.114897
540.0,3159,10447.572799
600.0,3513,10449.174666
610.0,3979,10450.971114
545.0,2725,10452.220336
1265.0,7405,10455.623342
520.0,3499,10457.412595
770.0,3073,10459.010325
800.0,3861,10461.062068
550.0,3095,10462.66554
490.0,3835,10464.651275
515.0,3691,10466.530766
605.0,4311,10468.754692
610.0,3543,10477.659177
780.0,3389,10479.42683
635.0,3425,10481.203613
745.0,3145,10482.830482
1125.0,6463,10486.163504
1305.0,8533,10490.75743
345.0,2455,10492.07962
1090.0,6971,10495.766056
935.0,4693,10498.200444
915.0,3510,10500.008094
525.0,3342,10501.77225
780.0,3635,10503.692309
575.0,4215,10505.776974
600.0,4019,10507.805497
700.0,4661,10510.246794
710.0,4215,10512.415453
575.0,4201,10514.611459
600.0,3747,10516.604808
740.0,4240,10518.705555
605.0,4223,10520.777497
545.0,3829,10522.668518
350.0,2113,10523.713792
435.0,2288,10524.834568
800.0,3993,10526.76896
570.0,3038,10528.251842
520.0,3134,10535.787407
545.0,2839,10537.248677
600.0,4045,10539.734771
600.0,4067,10541.917671
1185.0,6487,10545.253672
460.0,3169,10546.906037
350.0,2092,10548.001362
550.0,3751,10549.99031
250.0,2067,10551.051294
605.0,3511,10552.882329
600.0,3141,10554.512144
705.0,3121,10556.116879
720.0,3946,10557.980304
540.0,3635,10559.839986
570.0,3529,10561.649765
490.0,3281,10563.346415
450.0,2851,10564.813158
545.0,2753,10566.238693
575.0,4639,10568.387253
600.0,3289,10569.927065
1525.0,7329,10573.390084
540.0,3661,10575.11242
545.0,3343,10576.815526
975.0,6615,10580.035908
800.0,4017,10581.974719
525.0,3939,10583.902333
545.0,4197,10591.916348
570.0,3841,10593.767608
800.0,3389,10595.397462
520.0,3477,10597.121423
485.0,3785,10598.971475
1005.0,6199,10601.999921
520.0,3477,10603.684362
480.0,2177,10604.761471
745.0,3493,10606.504034
575.0,3955,10608.410631
545.0,3549,10610.132694
745.0,2976,10611.586003
545.0,4189,10613.65197
545.0,3571,10615.394011
545.0,4451,10617.53566
975.0,6031,10620.566457
545.0,3024,10622.007801
540.0,3642,10623.824891
740.0,3216,10625.511792
545.0,3081,10627.000314
495.0,3605,10628.739574
545.0,2960,10630.260447
560.0,3721,10632.127738
490.0,3367,10633.682219
770.0,3852,10635.469424
1600.0,6794,10638.881424
920.0,5571,10648.817272
805.0,3129,10650.413246
545.0,2881,10651.878537
550.0,3705,10653.76708
600.0,3645,10655.573236
495.0,3569,10657.336782
605.0,4369,10659.466747
540.0,2571,10660.77527
550.0,3229,10662.405315
515.0,3421,10664.156891
770.0,4732,10666.554466
585.0,3183,10668.149462
800.0,3361,10669.781735
775.0,4489,10671.998649
1600.0,7168,10675.582962
410.0,3003,10677.088722
580.0,3699,10678.900676
490.0,3703,10680.689548
1000.0,6573,10683.895384
575.0,4513,10686.209865
600.0,4085,10688.29816
800.0,3683,10690.19808
200.0,2225,10691.357483
605.0,3369,10693.080715
545.0,3251,10694.767571
545.0,3766,10696.665055
570.0,4000,10698.646687
485.0,3341,10706.444643
415.0,2220,10707.5784
570.0,3708,10709.378975
1185.0,7955,10713.268047
660.0,3209,10714.823067
605.0,3773,10716.680311
520.0,3190,10718.301729
600.0,3507,10720.074398
1170.0,5261,10722.804077
605.0,3497,10724.651396
470.0,3547,10726.516688
380.0,2331,10727.744517
570.0,3401,10729.459156
515.0,4128,10731.601169
695.0,3707,10733.485068
770.0,3915,10735.526422
525.0,3197,10737.139203
540.0,3386,10738.783321
510.0,2237,10739.950077
545.0,3459,10741.697727
665.0,4299,10743.835818
1430.0,8739,10748.299278
530.0,3574,10749.997079
545.0,3668,10751.68019
745.0,3102,10753.163307
515.0,3168,10754.727388
580.0,3547,10765.483955
545.0,3749,10767.349918
490.0,2609,10768.617732
525.0,3093,10770.137987
605.0,3437,10771.743998
490.0,3441,10773.48223
800.0,4149,10775.501939
935.0,5981,10778.512642
555.0,2945,10779.98019
715.0,3179,10781.539272
515.0,3313,10783.177698
550.0,3657,10785.015469
600.0,4103,10787.043423
600.0,3545,10788.859309
490.0,2739,10790.268165
540.0,3308,10792.009262
550.0,3742,10793.953742
600.0,4309,10796.144201
600.0,3877,10798.102619
480.0,3243,10799.815406
470.0,2993,10801.291707
1205.0,8089,10805.461293
555.0,3749,10807.38221
545.0,3428,10809.197484
1080.0,7191,10812.938299
545.0,3712,10814.870435
545.0,3722,10822.846634
1000.0,3665,10824.727666
570.0,4173,10826.870475
605.0,3489,10828.500661
570.0,3757,10830.372516
540.0,3877,10832.306013
540.0,3055,10833.858499
745.0,3315,10835.448916
515.0,3969,10837.457966
975.0,5831,10840.443321
780.0,4010,10842.563232
600.0,4189,10844.763946
515.0,3009,10846.332773
570.0,4238,10848.384284
600.0,3689,10850.190059
570.0,3318,10851.7661
600.0,3713,10853.532993
1030.0,6775,10856.744194
350.0,2507,10857.95089
460.0,3085,10859.430118
1205.0,5349,10862.022918
745.0,2880,10863.491516
545.0,3130,10865.108047
580.0,3465,10866.820827
540.0,3129,10868.31654
570.0,3379,10869.870538
485.0,2679,10871.172925
515.0,3314,10878.874079
570.0,3887,10880.739764
455.0,3193,10882.304187
1560.0,9063,10886.806796
530.0,3582,10888.560949
715.0,3689,10890.355088
1375.0,6922,10894.024774
470.0,3001,10895.589854
775.0,4121,10897.718426
545.0,3137,10899.380333
575.0,2897,10900.898222
545.0,3173,10902.552906
770.0,5203,10905.275136
545.0,3781,10907.188145
1375.0,7434,10910.650408
545.0,4037,10912.569785
460.0,3579,10914.254951
480.0,3247,10915.798265
600.0,3757,10917.560836
485.0,3425,10919.139672
775.0,5047,10921.476946
545.0,3218,10922.956106
525.0,4933,10925.308435
715.0,4032,10927.304545
600.0,2911,10936.664827
495.0,3073,10938.180468
575.0,3806,10940.049899
575.0,3337,10941.646031
515.0,4000,10943.495679
555.0,3534,10945.206337
1100.0,7977,10948.942777
550.0,3321,10950.53488
600.0,3769,10952.390356
375.0,2435,10953.601589
490.0,3889,10955.42321
405.0,3465,10957.067904
605.0,3599,10958.745787
600.0,4033,10960.840863
410.0,3237,10962.363073
765.0,6369,10965.348235
520.0,2981,10966.80144
495.0,3239,10968.28862
470.0,3297,10969.919857
600.0,4171,10971.811665
570.0,4145,10973.690128
600.0,3475,10975.279986
715.0,3743,10977.086613
745.0,3429,10978.742465
710.0,4575,10980.929001
745.0,3408,10982.595408
585.0,3351,10993.425521
995.0,7069,10996.924054
775.0,4347,10999.081168
520.0,3360,11000.781247
310.0,2071,11001.911383
545.0,3434,11003.687133
500.0,3137,11005.349636
545.0,2945,11006.890633
520.0,4178,11008.984912
525.0,3221,11010.49648
575.0,3565,11012.175976
1330.0,7403,11015.639525
1035.0,4659,11017.898802
600.0,3823,11019.750548
570.0,3511,11021.456741
545.0,2881,11022.898928
525.0,3781,11024.778286
715.0,3409,11026.482517
545.0,2199,11027.587491
1080.0,6103,11030.506588
570.0,3351,11032.166619
1400.0,7365,11035.677374
1120.0,6117,11038.656472
500.0,3553,11040.489452
505.0,3303,11042.215014
1355.0,9317,11053.854826
1125.0,6431,11057.12314
600.0,3253,11058.685045
745.0,4105,11060.693455
545.0,2917,11062.116337
950.0,6195,11065.146326
505.0,3139,11066.687198
765.0,4903,11069.136986
885.0,7423,11072.775352
540.0,3855,11074.575127
915.0,5897,11077.500042
1045.0,5303,11080.244373
775.0,3608,11082.096284
490.0,3789,11084.105206
545.0,3593,11085.958007
1075.0,6466,11089.366932
570.0,3489,11091.154777
515.0,3458,11092.960381
610.0,4325,11095.207005
545.0,3593,11097.099937
675.0,4183,11099.238348
575.0,4318,11108.071656
795.0,6361,11111.356978
355.0,2327,11112.574064
610.0,3765,11114.533663
800.0,3671,11116.434722
1285.0,7855,11120.548832
800.0,3779,11122.548211
455.0,3859,11124.557114
605.0,3433,11126.35462
515.0,4257,11128.591629
575.0,3678,11130.378828
545.0,3102,11131.90192
450.0,3533,11133.621294
540.0,3767,11135.436875
1405.0,7813,11139.331444
605.0,3857,11141.294485
1130.0,7269,11144.852242
750.0,3524,11146.607143
865.0,6019,11149.555165
575.0,3707,11151.356028
770.0,3728,11153.147184
745.0,3467,11154.885034
510.0,4214,11156.982733
865.0,6167,11166.618073
545.0,2889,11168.021621
1480.0,6671,11171.390474
525.0,3062,11172.902488
715.0,3137,11174.457168
605.0,3325,11176.090194
600.0,4181,11178.117987
800.0,3809,11179.925174
970.0,6787,11183.218892
470.0,3887,11185.055837
485.0,3235,11186.667075
460.0,2853,11188.140711
570.0,3794,11189.961761
575.0,3830,11191.808017
575.0,3137,11193.236092
740.0,3999,11195.15376
980.0,5191,11197.797846
495.0,3787,11199.683865
520.0,3660,11201.378503
1230.0,6979,11204.590398
485.0,3697,11206.339519
440.0,2531,11207.517423
1175.0,6896,11211.053365
690.0,3361,11212.783813
545.0,3296,11220.862384
805.0,3581,11222.715428
805.0,4103,11224.837845
1215.0,7989,11228.992562
555.0,2554,11230.244212
1030.0,6241,11233.304243
545.0,3344,11234.938193
1250.0,5910,11237.852718
545.0,2953,11239.367535
1325.0,7139,11243.08815
510.0,3651,11244.987672
1020.0,6371,11248.287289
1380.0,7270,11252.041102
715.0,3643,11253.921456
570.0,3281,11255.631534
740.0,3571,11257.487311
605.0,3455,11259.159545
570.0,3109,11260.70119
415.0,2811,11262.128895
770.0,3059,11263.657969
545.0,3820,11265.426798
425.0,3381,11267.010708
520.0,3661,11268.728679
570.0,3743,11270.483618
540.0,3699,11280.280736
955.0,3017,11281.689193
690.0,3505,11283.309752
1130.0,7601,11286.827386
555.0,2768,11288.172265
520.0,3470,11289.787312
605.0,3505,11291.444652
1475.0,8089,11295.312247
750.0,3268,11297.050642
540.0,3456,11298.85341
440.0,2255,11300.025793
600.0,3525,11301.851558
515.0,2848,11303.340783
715.0,3608,11305.21637
715.0,3464,11307.055403
575.0,4029,11309.148386
545.0,3139,11310.628493
895.0,6314,11313.665897
540.0,3603,11315.437219
455.0,2963,11316.968259
605.0,3481,11318.753019
515.0,3687,11320.498405
545.0,3017,11321.868109
575.0,3787,11323.654475
800.0,3895,11325.56924
775.0,3864,11327.475782
575.0,4027,11335.619017
570.0,3365,11337.372435
600.0,3739,11339.263031
950.0,5746,11342.071199
775.0,4489,11344.27946
545.0,3095,11345.813814
540.0,3031,11347.328529
545.0,3472,11349.087303
515.0,3353,11350.780843
430.0,2711,11352.108903
1940.0,12967,11358.219938
575.0,3052,11359.712158
975.0,3777,11361.482452
915.0,3424,11363.085312
1185.0,6805,11366.470614
600.0,3529,11368.219903
750.0,3669,11370.01876
570.0,3475,11371.712683
570.0,3137,11373.230316
460.0,3217,11374.897227
690.0,3909,11377.075824
545.0,2839,11378.4812
520.0,4481,11380.668298
600.0,4017,11382.628246
980.0,6061,11393.676315
540.0,4180,11395.68602
600.0,3217,11397.272521
635.0,4015,11399.240757
355.0,2199,11400.330089
605.0,3097,11401.869684
1175.0,6389,11404.963851
605.0,3917,11406.891375
600.0,3467,11408.552758
695.0,2993,11410.034711
1355.0,7975,11413.925776
575.0,3377,11415.657479
490.0,3617,11417.429729
605.0,3489,11419.126602
1420.0,7187,11422.792648
575.0,3857,11424.682986
575.0,3152,11426.172926
545.0,3102,11427.625265
575.0,3693,11429.364746
1325.0,7247,11432.943047
745.0,3180,11434.497884
520.0,3605,11436.248584
570.0,4181,11438.369776
575.0,4756,11440.985138
730.0,3177,11448.552078
900.0,6387,11451.786576
735.0,3179,11453.481112
1435.0,7691,11457.614279
775.0,4615,11459.852059
1000.0,6305,11463.083397
875.0,6020,11466.048513
575.0,3685,11467.826343
835.0,4659,11470.03321
600.0,3695,11471.902993
745.0,3002,11473.477787
910.0,5366,11476.08582
915.0,5809,11479.044988
940.0,5867,11482.013441
605.0,3321,11483.683459
600.0,4371,11485.815161
515.0,3168,11487.493732
515.0,3329,11489.202216
570.0,3358,11491.000179
605.0,2753,11492.350932
895.0,6019,11495.279092
1445.0,7296,11498.81974
600.0,3177,11507.249017
600.0,4185,11509.220734
525.0,3399,11510.860444
1040.0,6039,11513.853397
575.0,3173,11515.339044
670.0,3359,11516.957174
495.0,3761,11518.792001
545.0,3066,11520.365867
725.0,5553,11523.25013
715.0,3073,11524.789483
715.0,4113,11526.697443
610.0,2919,11528.117682
725.0,3773,11529.903618
605.0,3457,11531.643387
1195.0,7443,11535.100114
545.0,3755,11536.810438
555.0,2904,11538.349937
1175.0,6279,11541.514319
600.0,3433,11543.151196
355.0,3243,11544.69203
360.0,2071,11545.78561
515.0,3221,11547.49034
1200.0,7877,11551.570642
1140.0,5171,11554.256864
1540.0,7255,11563.219728
700.0,3121,11564.829355
545.0,3224,11566.547192
1535.0,6347,11569.837548
770.0,5161,11572.399933
800.0,4955,11574.867592
575.0,4453,11577.041518
460.0,3925,11579.003716
540.0,3194,11580.60033
605.0,4043,11582.59086
545.0,3817,11584.472873
600.0,3835,11586.358175
915.0,5400,11588.991361
540.0,2846,11590.345449
475.0,2199,11591.47979
605.0,3481,11593.117442
1710.0,9986,11597.808461
1075.0,7403,11601.504823
1430.0,6691,11604.834334
1125.0,7751,11608.770547
1375.0,7275,11621.698627
955.0,6193,11624.840403
945.0,7135,11628.376044
1375.0,7193,11632.076755
570.0,3550,11633.961179
965.0,6072,11637.132283
1075.0,6791,11640.595336
800.0,3929,11642.515686
545.0,3365,11644.133692
545.0,3667,11645.883549
470.0,3441,11647.542275
550.0,3770,11649.56815
520.0,3157,11651.223695
505.0,3385,11653.020593
1230.0,7623,11656.981792
570.0,4043,11659.067249
600.0,3013,11660.548966
575.0,3836,11662.392679
485.0,3361,11664.036412
510.0,3633,11665.721497
1150.0,6332,11668.931928
570.0,3884,11670.920951
515.0,3605,11678.547801
1215.0,8747,11682.797443
1020.0,6313,11685.885393
575.0,3982,11687.776265
1570.0,7729,11691.543243
1040.0,7277,11694.994136
510.0,3521,11696.698696
515.0,3563,11698.368559
1335.0,6053,11701.43822
570.0,3088,11703.038701
665.0,4139,11705.197302
360.0,2607,11706.530046
745.0,3287,11708.219981
945.0,6219,11711.495161
1135.0,6721,11714.799289
1400.0,7658,11718.692381
580.0,3792,11720.693751
570.0,3507,11722.566868
415.0,2278,11723.764612
520.0,3424,11725.557269
775.0,3600,11733.539625
545.0,3364,11735.189933
775.0,3251,11736.799841
750.0,3379,11738.592789
1200.0,6405,11741.692888
1090.0,7551,11745.233485
520.0,3791,11747.139376
600.0,3189,11748.648113
1430.0,7215,11752.19713
570.0,3351,11753.958141
415.0,2303,11755.083314
740.0,4039,11756.996315
980.0,6074,11760.190316
570.0,3973,11762.227333
745.0,3429,11764.03197
695.0,4175,11766.141546
545.0,3560,11767.951005
600.0,3593,11769.7031
545.0,3842,11771.616432
575.0,3820,11773.535604
390.0,2971,11774.974237
580.0,3871,11776.77678
610.0,3645,11778.618927
775.0,3657,11780.498171
570.0,3457,11782.289438
515.0,3093,11792.62835
570.0,3600,11794.388785
605.0,4279,11796.485853
940.0,5955,11799.429627
795.0,5509,11802.12872
600.0,3579,11803.902977
540.0,3185,11805.47402
455.0,3217,11807.077596
490.0,4395,11809.242376
575.0,2817,11810.643869
550.0,3237,11812.258636
570.0,3721,11814.115295
1065.0,6459,11817.362193
395.0,3185,11818.853821
800.0,3899,11820.723986
720.0,4127,11822.688396
600.0,4033,11824.633233
545.0,4489,11826.770172
800.0,3967,11828.734993
600.0,3443,11830.404548
570.0,3561,11832.083582
1160.0,6749,11835.251834
745.0,3531,11836.980487
610.0,3377,11838.760584
1150.0,7435,11850.250091
1410.0,6249,11853.341881
600.0,4233,11855.450179
545.0,3757,11857.317145
770.0,5751,11860.188553
515.0,3478,11861.853686
545.0,3514,11863.526794
575.0,3669,11865.287561
1145.0,6223,11868.435913
1190.0,6398,11871.770951
715.0,3499,11873.599328
480.0,4347,11875.70121
470.0,3489,11877.460376
1000.0,7783,11881.323781
520.0,3233,11882.895833
740.0,3389,11884.537156
455.0,3007,11885.981699
545.0,4122,11887.923174
310.0,2313,11889.076352
950.0,6023,11891.939263
520.0,3179,11893.509188
1095.0,7317,11896.981258
515.0,3201,11898.546845
500.0,3755,11909.317824
570.0,4728,11911.91733
605.0,3499,11913.679801
950.0,6097,11916.962927
575.0,3549,11918.789742
570.0,3982,11920.752273
540.0,3461,11922.503979
515.0,2976,11923.942692
570.0,3363,11926.117306
520.0,3243,11927.714172
540.0,3066,11929.188738
575.0,4459,11931.370537
805.0,3833,11933.244594
505.0,3775,11935.031854
545.0,3693,11936.823913
1285.0,7875,11940.620758
775.0,3565,11942.318716
1045.0,8023,11946.102346
1210.0,6689,11949.352889
695.0,5107,11951.902224
1340.0,8199,11956.027867
480.0,2785,11957.434733
770.0,3412,11967.640187
665.0,3623,11969.395578
775.0,4268,11971.461603
800.0,3237,11972.993849
570.0,3841,11974.813179
1115.0,6727,11978.1346
540.0,2867,11979.568345
1430.0,7731,11983.392809
1355.0,6182,11986.387604
1040.0,6587,11989.47414
1525.0,7945,11993.151573
995.0,5741,11995.804318
605.0,3867,11997.702959
1110.0,7337,12001.402533
1035.0,5615,12004.201539
605.0,3499,12005.960654
920.0,3296,12007.576494
1380.0,8099,12011.374767
1320.0,6735,12014.975245
600.0,3681,12023.414404
575.0,4638,12025.594661
575.0,3059,12027.096676
1085.0,6344,12030.542102
1350.0,7835,12034.609846
545.0,3721,12036.585108
770.0,3671,12038.584507
960.0,6437,12041.749968
575.0,3089,12043.327958
970.0,5699,12046.208694
570.0,3557,12048.033223
770.0,3806,12050.011826
550.0,3059,12051.60554
1115.0,4395,12053.941778
770.0,4110,12056.110198
1495.0,10565,12061.640877
570.0,4423,12063.970871
1110.0,8251,12068.234767
540.0,2903,12069.759336
545.0,3567,12071.598955
600.0,4089,12073.77188
1235.0,7543,12084.931094
545.0,3450,12086.622693
1355.0,6635,12089.884445
420.0,3047,12091.482133
1115.0,5901,12094.531484
1230.0,8415,12098.828279
500.0,3249,12100.530512
1435.0,7723,12104.508247
575.0,3705,12106.349644
575.0,3675,12108.149868
750.0,4297,12110.25983
575.0,3889,12112.146733
1305.0,7947,12116.039861
1175.0,6921,12119.443828
550.0,3081,12121.032725
1015.0,6961,12124.720931
605.0,3761,12126.710781
575.0,2825,12128.133146
800.0,3593,12129.884686
1430.0,7543,12140.580044
715.0,3201,12142.142283
740.0,4269,12144.31518
550.0,2910,12145.828901
1230.0,8379,12150.240763
1025.0,6501,12153.362309
770.0,3894,12155.278092
575.0,3549,12157.093117
460.0,3271,12158.671651
1115.0,7333,12162.184636
575.0,2732,12163.461692
580.0,3841,12165.3704
975.0,3677,12167.135219
630.0,4307,12169.363621
750.0,4865,12171.877561
570.0,2960,12173.441925
570.0,3755,12175.385781
585.0,2497,12176.704113
1520.0,7595,12180.680516
580.0,3031,12182.293533
890.0,5489,12185.066481
610.0,3413,12186.778986
1380.0,6555,12190.024524
1230.0,8405,12201.416559
600.0,4217,12203.468342
605.0,3487,12205.186934
1205.0,7754,12209.077146
720.0,3744,12210.859758
550.0,3705,12212.62414
545.0,3170,12214.191036
770.0,3833,12216.134878
1165.0,7241,12219.651172
950.0,6078,12222.82219
505.0,3727,12224.584553
570.0,4021,12226.554414
715.0,3925,12228.603487
1205.0,6381,12231.892499
575.0,3587,12233.639339
745.0,3386,12235.271527
1235.0,6948,12238.589667
575.0,3706,12240.400916
515.0,3371,12241.941109
490.0,2893,12243.294331
1230.0,6873,12246.623007
575.0,3751,12253.768452
1305.0,7413,12257.532516
695.0,3807,12259.451558
770.0,3483,12261.211127
805.0,4073,12263.383298
560.0,3334,12264.965932
520.0,4461,12267.08654
515.0,3895,12269.082703
910.0,5509,12272.074984
645.0,3265,12273.798154
1385.0,7519,12277.793692
525.0,3733,12279.792032
485.0,4225,12281.984626
480.0,2113,12283.11453
865.0,6850,12286.693659
600.0,4245,12288.918658
1145.0,6701,12292.28301
685.0,4921,12294.680151
1430.0,7705,12298.462974
570.0,3372,12300.192454
1085.0,5892,12303.277263
470.0,3263,12312.431023
575.0,4226,12314.654705
770.0,3514,12316.543362
1715.0,8859,12320.987189
575.0,3358,12322.614792
755.0,4013,12324.490251
1230.0,7465,12327.999455
1030.0,6103,12331.021585
635.0,4429,12333.195013
520.0,2795,12334.551715
570.0,4028,12336.517699
540.0,3588,12338.293441
745.0,3573,12340.054155
775.0,4730,12342.380892
570.0,3519,12344.140857
1335.0,6647,12347.383061
715.0,3913,12349.347914
1330.0,7127,12352.836494
545.0,3785,12354.711865
1205.0,7573,12358.377655
490.0,3509,12360.041816
1155.0,6779,12371.943919
850.0,5291,12374.422673
745.0,3664,12376.125917
365.0,2403,12377.207993
575.0,3707,12379.085607
550.0,3068,12380.569909
715.0,2881,12381.977984
1895.0,9383,12386.409118
575.0,4056,12388.287697
540.0,3095,12389.678259
550.0,3509,12391.335366
940.0,5193,12394.150466
1055.0,6377,12397.22229
770.0,3910,12399.078515
570.0,3368,12400.763217
985.0,5651,12403.540381
950.0,5861,12406.440445
1355.0,8013,12410.691347
1175.0,8237,12414.964504
720.0,3671,12416.851084
770.0,3685,12418.772686
545.0,3311,12427.246243
545.0,3452,12429.023607
800.0,3861,12430.991701
600.0,3721,12432.901113
1160.0,6253,12435.985708
670.0,3935,12437.944576
785.0,4247,12440.049992
575.0,4064,12442.021581
880.0,6216,12445.070328
550.0,3031,12446.550251
785.0,5453,12449.242751
490.0,3421,12450.908813
1385.0,8145,12454.924417
600.0,4225,12456.990464
1105.0,6501,12460.229126
605.0,3179,12461.700453
940.0,5589,12464.295642
535.0,4637,12466.441118
515.0,3157,12467.905428
560.0,2302,12469.01985
1175.0,8131,12472.913805
515.0,3771,12474.644273
665.0,4373,12482.701871
605.0,4683,12484.872778
570.0,2945,12486.245099
515.0,3510,12487.996547
770.0,4150,12490.005435
1080.0,6941,12493.276128
975.0,4025,12495.166389
605.0,3821,12496.96181
800.0,3845,12498.784295
545.0,2878,12500.105357
465.0,2763,12501.355217
1630.0,6999,12504.629188
545.0,3561,12506.30017
930.0,5911,12509.102065
1370.0,8553,12513.109038
1395.0,7326,12516.529161
520.0,2987,12517.964813
1075.0,6777,12521.384475
570.0,4189,12523.556111
495.0,3627,12525.457932
450.0,3855,12527.436912
515.0,3246,12529.156432
1205.0,8256,12542.840733
600.0,3941,12544.936829
540.0,3252,12546.60421
1040.0,6012,12549.799772
1170.0,6621,12553.284637
515.0,3800,12555.242189
740.0,4039,12557.329031
320.0,3415,12559.160359
575.0,3358,12560.902201
600.0,3755,12562.839469
775.0,4333,12565.109642
570.0,4058,12567.249902
470.0,3885,12569.280063
515.0,3583,12571.138805
535.0,4679,12573.583686
1210.0,8050,12577.503767
425.0,2903,12578.965455
495.0,3265,12580.55379
490.0,3657,12582.346441
540.0,3589,12584.228034
435.0,3665,12586.072422
600.0,3815,12587.922088
1235.0,6067,12590.742847
1220.0,6971,12599.190847
600.0,2329,12600.443543
975.0,5617,12603.086113
490.0,4213,12605.001392
775.0,4584,12607.129207
600.0,3365,12608.80077
1065.0,8375,12612.708311
700.0,3629,12614.38463
355.0,2459,12615.524651
580.0,3802,12617.265434
905.0,5974,12620.134967
570.0,3166,12621.708972
1175.0,7073,12625.099092
515.0,3594,12626.836418
575.0,3599,12628.623497
545.0,3678,12630.410193
1230.0,7735,12633.942485
1375.0,7598,12637.535665
510.0,3583,12639.19579
725.0,3569,12640.900973
365.0,3507,12642.522615
515.0,3845,12649.513297
600.0,3425,12651.103834
545.0,3470,12652.762779
610.0,3543,12654.415616
775.0,3543,12656.034295
950.0,5943,12659.135628
680.0,4157,12661.338135
720.0,4437,12663.671997
710.0,3877,12665.701984
315.0,2489,12666.974655
1230.0,7425,12670.764296
800.0,3571,12672.728745
550.0,2832,12674.242976
1575.0,7456,12678.277533
600.0,4701,12680.693518
950.0,3706,12682.58867
1065.0,6617,12685.854657
485.0,2783,12687.294047
500.0,3921,12689.37211
545.0,3953,12691.431678
670.0,3299,12693.162971
575.0,3731,12695.029391
575.0,2867,12696.422714
545.0,3194,12697.938836
900.0,5511,12707.789183
545.0,3527,12709.624629
1400.0,6548,12713.008956
1010.0,6995,12716.51258
290.0,2241,12717.632758
580.0,3952,12719.650764
540.0,3704,12721.536915
810.0,2877,12723.00596
940.0,6287,12726.250244
1345.0,7717,12730.243927
800.0,3153,12732.005224
520.0,3254,12733.796449
565.0,3438,12735.541791
1120.0,7569,12739.495284
575.0,3415,12741.372618
665.0,3793,12743.422282
915.0,5801,12746.581033
1030.0,6909,12750.274268
750.0,3463,12752.087418
525.0,3329,12753.839008
770.0,4041,12755.968308
545.0,3981,12758.018335
745.0,3704,12759.975707
570.0,3418,12766.804006
600.0,3313,12768.426314
1415.0,6115,12771.40992
890.0,5115,12774.067005
575.0,3538,12775.881552
465.0,4145,12778.039937
605.0,3337,12779.672133
545.0,3467,12781.385554
925.0,7075,12784.937472
685.0,3719,12786.798019
600.0,3453,12788.504478
645.0,4033,12790.672854
560.0,3457,12792.530442
1130.0,7455,12796.482905
550.0,3669,12798.429063
545.0,3415,12800.249172
510.0,3031,12801.822111
570.0,3583,12803.65473
1900.0,8727,12807.99146
545.0,3145,12809.643131
1045.0,7355,12813.302284
1080.0,6999,12816.709348
1265.0,7525,12828.162023
1345.0,7601,12831.933596
1230.0,7701,12835.748064
745.0,2839,12837.150701
450.0,3777,12839.040031
1330.0,6799,12842.356551
1155.0,8293,12846.360344
890.0,6411,12849.534625
795.0,5103,12852.062389
1215.0,7671,12855.819245
505.0,2839,12857.183951
775.0,4525,12859.371567
2290.0,13177,12865.756421
985.0,5903,12868.739855
455.0,2881,12870.209903
545.0,3418,12871.884296
430.0,3183,12873.534367
470.0,3637,12882.632543
715.0,3318,12884.38575
745.0,3537,12886.111947
850.0,5547,12888.857573
1290.0,8023,12892.865638
690.0,3201,12894.469323
545.0,3244,12896.119967
575.0,4079,12898.170998
485.0,3327,12899.781813
1080.0,6611,12903.116989
705.0,3313,12904.871252
755.0,4000,12906.844057
570.0,4051,12908.886325
1150.0,6433,12912.258148
1125.0,5630,12915.014986
805.0,4163,12917.123328
610.0,2263,12918.323286
1065.0,6513,12921.55035
1370.0,7327,12924.978581
545.0,3017,12926.428426
600.0,3193,12927.925215
745.0,4129,12929.907808
600.0,2741,12931.198645
600.0,4321,12940.651291
545.0,3919,12942.549395
580.0,3763,12944.297837
575.0,4107,12946.200818
495.0,3275,12947.7377
390.0,2519,12948.982532
1170.0,5643,12951.645665
515.0,3360,12953.27048
485.0,3611,12955.038991
640.0,3805,12956.907307
525.0,4128,12958.956207
715.0,4496,12961.292373
545.0,3457,12963.09423
1030.0,6445,12966.339407
605.0,3501,12968.148795
630.0,3877,12970.14266
580.0,3824,12972.085899
575.0,3743,12974.032843
545.0,3763,12975.984636
515.0,3691,12977.934922
1090.0,5945,12980.961638
315.0,2347,12982.146621
1230.0,7917,12986.11422
800.0,3673,12987.99991
545.0,4011,12996.585931
670.0,3369,12998.306339
1095.0,6463,13001.506927
945.0,7548,13005.275203
575.0,3399,13006.95604
575.0,3452,13008.650715
600.0,4089,13010.609082
1015.0,6323,13013.665864
945.0,5455,13016.277318
490.0,3859,13018.052431
360.0,2199,13019.152921
540.0,3447,13020.853413
1095.0,8499,13024.986741
875.0,6361,13028.033125
1375.0,8163,13031.937055
875.0,5423,13034.509584
420.0,3159,13036.187735
715.0,3155,13037.700251
550.0,2739,13039.111807
930.0,3100,13040.600703
885.0,3345,13042.235791
545.0,3296,13043.917889
545.0,3514,13052.401638
520.0,3733,13054.370917
1270.0,6191,13057.319955
570.0,3270,13058.933221
525.0,3318,13060.508458
515.0,3733,13062.346119
570.0,3923,13064.210898
1040.0,5307,13066.759443
