#{"t_start": 1744769748.434291, "env_id": "SpaceInvadersNoFrameskip-v4"}
r,l,t
600.0,3659,17641.303011
870.0,6231,17644.06111
1530.0,6985,17655.004944
315.0,2571,17656.169807
475.0,3043,17657.527725
545.0,3451,17659.033457
490.0,3137,17660.433177
1120.0,7419,17663.885916
775.0,3212,17665.398696
485.0,3685,17667.125993
425.0,2413,17668.188663
495.0,2799,17669.490867
1230.0,7659,17672.89798
570.0,3723,17674.603574
525.0,3538,17676.155533
800.0,3521,17677.702267
395.0,2387,17678.774901
350.0,2455,17679.893262
465.0,2285,17680.938562
550.0,4004,17682.778404
805.0,3883,17684.609886
525.0,3737,17686.378894
690.0,3671,17688.108801
605.0,2869,17689.438254
575.0,3393,17690.925688
1575.0,7521,17694.222895
605.0,3501,17695.840635
885.0,5931,17698.634303
495.0,2049,17699.591889
570.0,3002,17710.036842
570.0,4367,17712.037518
705.0,4257,17713.975489
990.0,5347,17716.422246
570.0,2889,17717.770409
1430.0,6149,17720.727334
1400.0,6622,17723.685577
965.0,6077,17726.348614
575.0,3315,17727.836589
520.0,4073,17729.661242
1780.0,9747,17734.296214
800.0,3189,17735.775785
1630.0,7143,17739.021392
610.0,3829,17740.705978
545.0,2927,17742.057287
925.0,4897,17744.218951
600.0,3789,17745.957616
1020.0,5839,17748.638252
600.0,3663,17750.24922
545.0,2832,17751.493515
725.0,3959,17753.239594
510.0,2429,17754.303949
575.0,3059,17762.301794
1145.0,6559,17765.336952
1230.0,7385,17768.785696
1195.0,5696,17771.34974
1015.0,6772,17774.396025
1205.0,5800,17777.006586
1065.0,6807,17780.089197
540.0,3109,17781.505096
545.0,2910,17782.817081
745.0,3209,17784.228283
545.0,3280,17785.68383
570.0,4104,17787.506783
795.0,5543,17789.974739
1630.0,6703,17792.973455
545.0,3337,17794.398819
610.0,3765,17796.095833
570.0,3411,17797.607219
585.0,3704,17799.286962
1175.0,6509,17802.30337
905.0,4642,17804.411703
575.0,3113,17805.766324
1430.0,6905,17820.018905
1200.0,7179,17823.281012
525.0,2934,17824.610948
370.0,2767,17825.874766
505.0,3335,17827.334129
1575.0,7969,17830.933571
520.0,3345,17832.491956
525.0,3729,17834.187321
805.0,3169,17835.620084
575.0,3870,17837.35497
465.0,2567,17838.480415
430.0,3079,17839.791404
1130.0,6543,17842.647553
500.0,3009,17844.008802
515.0,3768,17845.707038
1105.0,6059,17848.54327
1315.0,6581,17851.506962
1430.0,7321,17854.705093
1295.0,5393,17857.134067
840.0,5431,17859.555951
545.0,3379,17861.050564
540.0,3479,17862.60461
660.0,3205,17870.209665
550.0,3493,17871.745816
505.0,2781,17872.970512
530.0,4329,17874.847762
1450.0,5748,17877.376127
795.0,4845,17879.590407
385.0,2199,17880.634975
545.0,3678,17882.281224
1375.0,6891,17885.375057
1430.0,6661,17888.27261
600.0,3215,17889.670017
495.0,3557,17891.240047
800.0,3285,17892.741185
985.0,5170,17895.119683
570.0,4005,17896.964149
600.0,3761,17898.640605
600.0,3105,17900.01602
545.0,3311,17901.512225
605.0,3173,17902.924584
520.0,4331,17904.839965
1035.0,6023,17907.508502
1005.0,4381,17909.393482
570.0,3893,17911.090553
605.0,3825,17912.833543
440.0,2337,17913.948411
980.0,5321,17923.619928
895.0,6084,17926.421481
1435.0,7367,17929.885105
770.0,5743,17932.51033
965.0,5729,17935.134036
990.0,5493,17937.58271
1095.0,6079,17940.276217
515.0,3585,17941.819231
1175.0,6513,17944.730975
1045.0,6075,17947.605542
600.0,4495,17949.711662
570.0,3554,17951.399755
600.0,3675,17953.016763
1340.0,6471,17955.833833
525.0,3265,17957.253146
985.0,5439,17959.729477
1140.0,6068,17962.609786
1405.0,7643,17966.048535
1140.0,6987,17975.890541
1035.0,5400,17978.349627
435.0,3265,17979.835622
1230.0,7281,17983.190686
930.0,6046,17985.958497
1230.0,6931,17989.016013
1400.0,7071,17992.093052
1430.0,7525,17995.500501
1305.0,7939,17999.129279
615.0,2566,18000.316423
1630.0,6863,18003.345348
660.0,3741,18004.973387
540.0,3296,18006.424718
470.0,2801,18007.706156
580.0,3155,18009.107273
470.0,3777,18010.849816
600.0,3763,18012.551507
975.0,3649,18014.181541
570.0,3513,18015.834143
985.0,5169,18018.22422
570.0,4455,18027.209144
1400.0,6515,18030.189015
570.0,4131,18032.083634
1355.0,6446,18034.958201
1210.0,6177,18037.672527
1105.0,7761,18041.09313
870.0,6797,18044.190849
600.0,3775,18045.891519
570.0,3918,18047.662852
490.0,3357,18049.197888
995.0,6281,18052.163608
725.0,3283,18053.64206
1340.0,6501,18056.55849
1115.0,6597,18059.581042
1185.0,5981,18062.442233
570.0,2953,18063.848824
545.0,3575,18065.497943
1200.0,6661,18068.516582
1175.0,7082,18071.68514
575.0,2995,18080.653964
515.0,3638,18082.306312
1300.0,6305,18085.161272
570.0,3444,18086.747308
605.0,2829,18088.094784
550.0,3712,18089.712091
610.0,3725,18091.348607
570.0,2832,18092.665065
600.0,3697,18094.32824
545.0,3031,18095.757277
975.0,3472,18097.429087
1400.0,6498,18100.397242
545.0,3280,18101.868556
805.0,3809,18103.510636
570.0,2872,18104.789522
510.0,3933,18106.473735
1170.0,6223,18109.2997
1175.0,6525,18112.348136
570.0,3635,18114.013352
425.0,2461,18115.111283
1430.0,6927,18118.172791
580.0,3325,18119.6782
580.0,3766,18121.383468
605.0,3471,18122.94849
460.0,3383,18124.428911
1065.0,7567,18134.573472
1540.0,8701,18138.345729
695.0,2699,18139.518252
1605.0,8191,18143.210109
545.0,2699,18144.541625
1230.0,7475,18147.933084
1600.0,6666,18150.874595
605.0,3175,18152.270776
605.0,3341,18153.778689
720.0,3359,18155.327224
1155.0,6088,18158.053142
775.0,4071,18159.849187
570.0,3359,18161.357956
1235.0,8347,18165.202988
490.0,3473,18166.745774
1155.0,7111,18169.934174
945.0,4065,18171.756665
745.0,4121,18173.524716
770.0,3957,18175.320372
545.0,2789,18176.615454
1155.0,5627,18188.762528
800.0,3775,18190.432778
640.0,3741,18192.173071
510.0,3145,18193.583108
1235.0,6793,18196.682468
930.0,5995,18199.374109
575.0,2917,18200.639724
545.0,3692,18202.329581
540.0,3425,18203.84362
575.0,3162,18205.224502
575.0,3351,18206.684936
525.0,3619,18208.336863
600.0,2825,18209.631281
250.0,2011,18210.56986
1260.0,5919,18213.298448
1175.0,6820,18216.323142
545.0,3415,18217.805098
1290.0,6549,18220.702777
970.0,4923,18222.915572
1260.0,6227,18225.833514
1200.0,6984,18229.010436
510.0,3833,18230.750802
1140.0,6501,18238.553206
1065.0,6443,18241.476528
550.0,3166,18242.92028
1005.0,5919,18245.762868
570.0,2973,18247.120741
445.0,2341,18248.199112
580.0,4593,18250.194063
600.0,3493,18251.782581
1630.0,8691,18255.579801
570.0,3671,18257.30432
1055.0,5819,18260.071261
485.0,3081,18261.517867
570.0,4263,18263.41539
1580.0,7061,18266.584792
1430.0,7533,18269.987684
800.0,3961,18271.79001
1430.0,6463,18274.614748
775.0,4545,18276.705238
575.0,3403,18278.282334
495.0,2723,18279.615664
1230.0,7303,18282.964652
535.0,3747,18292.000515
1175.0,6219,18294.928729
1605.0,6725,18297.993943
600.0,3947,18299.672998
1310.0,7911,18303.189457
705.0,2929,18304.502499
545.0,2896,18305.809462
770.0,3768,18307.502114
575.0,3627,18309.147785
1160.0,7399,18312.53718
935.0,4921,18314.780305
1205.0,6986,18317.94304
800.0,3301,18319.386982
1325.0,6979,18322.4545
830.0,4939,18324.80222
455.0,3233,18326.298057
525.0,3691,18327.970518
1105.0,6627,18331.038472
1100.0,6693,18334.009412
1230.0,7913,18344.362347
775.0,4174,18346.323717
605.0,3779,18348.129779
410.0,2517,18349.277535
1065.0,6393,18352.170276
1600.0,8327,18355.763609
570.0,3449,18357.285266
535.0,2928,18358.642258
575.0,3545,18360.356271
540.0,3414,18361.939746
600.0,3597,18363.585001
1100.0,5447,18365.977714
570.0,2874,18367.236902
1075.0,6545,18370.157458
975.0,3568,18371.740108
380.0,2599,18372.914856
805.0,5269,18375.395055
570.0,3520,18376.992519
1385.0,6697,18380.025788
810.0,5461,18382.584536
975.0,5361,18385.033674
600.0,3847,18386.747968
710.0,3265,18388.181496
1400.0,8179,18399.085709
1200.0,7053,18402.165254
550.0,3681,18403.743666
750.0,3929,18405.506998
1150.0,7335,18408.941852
600.0,3633,18410.522753
1175.0,6249,18413.345812
580.0,4261,18415.246925
1635.0,8769,18419.208553
575.0,4023,18420.953203
700.0,4147,18422.856335
1170.0,6728,18425.956841
385.0,3511,18427.566055
1235.0,7573,18431.087529
710.0,3607,18432.663749
1230.0,7425,18435.932276
775.0,3494,18437.466241
575.0,3130,18438.879618
580.0,3990,18440.713252
550.0,3513,18448.771251
1070.0,7109,18452.027634
600.0,3931,18453.83068
1300.0,7031,18456.967737
1355.0,7402,18460.386761
770.0,3755,18462.12901
575.0,3559,18463.726436
965.0,5315,18466.071896
1320.0,8007,18469.605098
975.0,4426,18471.559849
630.0,4391,18473.683853
1260.0,6691,18476.862699
1170.0,7598,18480.32479
1060.0,6025,18483.0022
490.0,3367,18484.601377
1135.0,6445,18487.610856
740.0,3767,18489.334221
745.0,3437,18490.926646
600.0,3627,18492.555984
550.0,2906,18493.911107
545.0,3777,18502.233077
545.0,4345,18504.104624
945.0,3985,18505.888179
540.0,3552,18507.565197
1205.0,8321,18511.425049
415.0,2938,18512.744325
745.0,3829,18514.430471
575.0,4481,18516.370465
570.0,3102,18517.77072
1175.0,6745,18520.843997
1560.0,8831,18524.993019
960.0,6229,18527.906965
1155.0,6800,18531.02657
370.0,2541,18532.138892
600.0,3387,18533.67078
595.0,2715,18534.913527
690.0,3345,18536.36815
750.0,3463,18537.917605
575.0,3593,18539.526787
545.0,4011,18541.39278
560.0,3353,18542.980329
570.0,4309,18545.021642
955.0,5557,18553.380215
985.0,6129,18556.231909
580.0,3971,18558.091586
435.0,2352,18559.195504
1435.0,6981,18562.289602
1620.0,8289,18566.008227
805.0,3949,18567.759232
1120.0,6435,18570.633206
450.0,2945,18572.008944
1095.0,6627,18575.019551
1405.0,7258,18578.343518
545.0,3094,18579.724723
1175.0,5526,18582.193412
1100.0,6369,18585.032806
775.0,4148,18586.854484
1230.0,7103,18590.14336
800.0,3513,18591.765095
435.0,2341,18592.886664
1175.0,7869,18596.304997
540.0,4033,18598.100248
465.0,3277,18605.043014
600.0,3269,18606.514211
600.0,4375,18608.47683
600.0,3879,18610.296776
840.0,5283,18612.691746
600.0,3393,18614.194467
555.0,2860,18615.463005
745.0,4033,18617.241355
1560.0,8022,18620.838921
600.0,3485,18622.492364
410.0,2286,18623.60065
925.0,5835,18626.316138
1200.0,7083,18629.460245
750.0,3376,18630.927126
1130.0,6285,18633.69632
545.0,4008,18635.448556
375.0,2507,18636.624377
1170.0,5925,18639.394737
960.0,6177,18642.202336
655.0,3785,18643.936167
525.0,3062,18645.354691
570.0,3165,18646.789391
605.0,3265,18648.255069
575.0,3166,18655.77674
995.0,5594,18658.359525
550.0,4265,18660.355083
1370.0,6555,18663.191175
555.0,4138,18665.042137
1115.0,6369,18667.898876
1175.0,6973,18671.141495
1040.0,5297,18673.593344
410.0,2156,18674.614762
880.0,2953,18675.945015
440.0,3224,18677.382846
570.0,4364,18679.326035
570.0,3452,18680.902455
1400.0,6244,18683.697481
510.0,3695,18685.324344
515.0,3749,18687.028016
570.0,3936,18688.801488
1150.0,6843,18691.882424
570.0,2569,18693.100603
510.0,3596,18694.730207
1035.0,5237,18697.038479
545.0,3159,18698.440159
575.0,3578,18699.992231
1320.0,6303,18709.862532
570.0,3038,18711.208269
690.0,3445,18712.716307
600.0,3613,18714.362732
715.0,3649,18715.979751
1230.0,7965,18719.610502
570.0,3415,18721.186219
980.0,5043,18723.515047
805.0,3545,18725.205355
570.0,3858,18727.00063
1390.0,6269,18729.779597
1325.0,6493,18732.62921
310.0,2647,18733.761002
540.0,3331,18735.291758
545.0,4593,18737.450393
1015.0,6193,18740.346152
980.0,5940,18743.007132
1235.0,5815,18745.570383
555.0,4181,18747.42974
605.0,3081,18748.797796
800.0,3143,18750.201538
525.0,3093,18751.562872
1335.0,8889,18763.010622
775.0,4853,18765.103695
975.0,3059,18766.454973
375.0,2433,18767.525706
570.0,2931,18768.849893
1205.0,6127,18771.688035
1090.0,5799,18774.368561
515.0,4019,18776.171631
1190.0,5971,18778.828742
450.0,2385,18779.864145
1200.0,6887,18782.926559
600.0,2327,18783.976442
580.0,2389,18785.0515
465.0,3747,18786.768304
1045.0,5510,18789.296937
570.0,4093,18791.157171
2210.0,10355,18795.72714
390.0,2613,18796.884653
1245.0,7497,18800.157464
605.0,3385,18801.622339
1430.0,8821,18805.615175
600.0,4147,18813.899264
1175.0,6950,18817.029281
555.0,3139,18818.58977
1405.0,6692,18821.633931
555.0,4853,18823.841208
580.0,3660,18825.455643
660.0,3903,18827.118254
890.0,5745,18829.682988
545.0,3486,18831.188347
1230.0,8119,18834.774378
600.0,3963,18836.551169
540.0,3679,18838.201598
800.0,3391,18839.750478
1320.0,7633,18843.20634
960.0,4945,18845.401585
890.0,4751,18847.514111
1005.0,5297,18849.878129
1050.0,5643,18852.546591
1205.0,8441,18856.354553
350.0,2177,18857.340045
605.0,3523,18866.549569
530.0,3401,18868.085086
1255.0,7093,18871.199152
520.0,4165,18873.078881
575.0,2746,18874.323654
1165.0,6815,18877.392978
525.0,3847,18879.110864
1310.0,6485,18881.96964
1020.0,5755,18884.550161
545.0,3395,18886.107365
515.0,3501,18887.828108
1815.0,9775,18892.217716
1230.0,7221,18895.385448
600.0,3879,18897.105363
1415.0,8400,18900.8603
775.0,3509,18902.469855
510.0,2817,18903.734216
1100.0,6933,18906.923822
1145.0,6116,18909.738386
1200.0,5891,18919.167384
895.0,6175,18922.079714
495.0,3041,18923.496789
600.0,3341,18925.012098
545.0,3571,18926.554854
540.0,3073,18927.91136
545.0,3729,18929.526943
1215.0,7577,18932.89737
465.0,3693,18934.62826
580.0,2547,18935.795341
380.0,2241,18936.831783
750.0,3404,18938.38603
485.0,3961,18940.191494
570.0,3620,18941.879936
1180.0,5782,18944.579831
600.0,3819,18946.296762
335.0,2156,18947.289145
1100.0,6997,18950.415984
1345.0,7521,18953.874362
1230.0,6763,18957.040524
1415.0,7419,18960.338555
935.0,5297,18962.695693
1345.0,6983,18972.441442
1490.0,8065,18976.114438
525.0,3104,18977.549167
1345.0,6627,18980.593721
745.0,3073,18981.972553
545.0,3262,18983.42503
600.0,3015,18984.746294
690.0,3411,18986.30145
470.0,3677,18988.011597
570.0,2929,18989.38194
490.0,2929,18990.780243
600.0,4131,18992.598631
510.0,3499,18994.174204
1175.0,7182,18997.340093
540.0,3379,18998.812698
530.0,3541,19000.394985
1230.0,6909,19003.586891
580.0,2327,19004.647427
580.0,3574,19006.24929
945.0,3657,19007.861695
1405.0,8636,19011.711436
625.0,2711,19012.99096
730.0,3851,19014.734811
575.0,3909,19022.427019
550.0,4339,19024.415039
755.0,3929,19026.107907
1155.0,6029,19028.805547
580.0,3669,19030.418842
600.0,3577,19031.972983
745.0,3757,19033.735031
770.0,3966,19035.644754
575.0,3742,19037.416109
1830.0,9951,19041.848271
1195.0,7973,19045.366215
1205.0,6783,19048.400368
545.0,3299,19049.845594
1205.0,7853,19053.343242
1345.0,7136,19056.621269
545.0,3155,19058.031678
575.0,4227,19059.921452
450.0,2156,19060.897738
465.0,3969,19062.637955
500.0,3265,19064.059419
565.0,3315,19065.539402
515.0,3505,19072.910621
570.0,3625,19074.526207
520.0,3709,19076.143745
520.0,3495,19077.66819
605.0,4077,19079.555305
605.0,4083,19081.438109
875.0,4141,19083.390891
1075.0,5225,19085.736263
465.0,3185,19087.192194
745.0,3370,19088.725263
930.0,5479,19091.204439
550.0,3921,19092.959501
775.0,2417,19094.014078
605.0,4049,19095.7757
605.0,3555,19097.295846
1925.0,8439,19101.043283
1280.0,6521,19104.078916
570.0,2934,19105.428656
515.0,3340,19106.913022
1120.0,6113,19109.647328
1175.0,7216,19112.909928
1385.0,6776,19116.023176
525.0,3093,19117.461966
545.0,3267,19125.074894
1175.0,6070,19127.840914
310.0,2241,19128.922904
1025.0,5805,19131.445041
575.0,4062,19133.264459
605.0,2943,19134.591798
485.0,3343,19136.141246
570.0,3671,19137.89303
1120.0,6911,19141.063603
1430.0,5919,19143.65067
570.0,3942,19145.357841
515.0,3190,19146.815453
1225.0,5615,19149.346121
540.0,3630,19151.060859
575.0,3776,19152.886438
1195.0,6403,19155.870711
800.0,3883,19157.569001
490.0,3501,19159.14367
630.0,3111,19160.558581
570.0,3372,19162.044349
575.0,3519,19163.576319
545.0,3406,19165.066244
1095.0,5379,19167.541741
570.0,2775,19168.816683
570.0,3741,19174.550825
600.0,3633,19176.175695
1125.0,6483,19179.020822
1230.0,8187,19182.661809
520.0,3627,19184.356867
540.0,3759,19186.046512
545.0,3031,19187.419638
1350.0,7359,19190.668687
575.0,3438,19192.162042
440.0,2156,19193.114542
545.0,3266,19194.552498
335.0,2369,19195.600937
575.0,3665,19197.241576
550.0,3838,19198.924954
1175.0,7839,19202.422611
1290.0,6437,19205.406965
545.0,4143,19207.291881
375.0,2977,19208.711258
575.0,2945,19210.051928
1105.0,5021,19212.250045
540.0,2497,19213.416695
1355.0,6423,19216.328578
1205.0,6277,19219.272738
540.0,3392,19227.754829
310.0,2363,19228.853488
510.0,4319,19230.794698
550.0,4603,19232.961483
355.0,2765,19234.250625
1115.0,6259,19237.121666
970.0,7914,19240.724707
1005.0,3741,19242.408404
1400.0,7629,19245.754128
545.0,2924,19247.036229
490.0,4243,19248.941371
510.0,3751,19250.664166
1440.0,6869,19253.945801
605.0,3831,19255.698625
520.0,3083,19257.022923
460.0,3169,19258.435413
1275.0,6881,19261.468184
1125.0,6911,19264.569139
1200.0,6719,19267.718038
570.0,3340,19269.266796
575.0,2761,19270.533971
1155.0,5635,19278.884258
1235.0,7455,19282.259738
570.0,3009,19283.629285
985.0,6459,19286.703454
510.0,3445,19288.407438
600.0,4023,19290.205476
810.0,4937,19292.428597
570.0,2576,19293.629067
785.0,3957,19295.387538
420.0,2199,19296.379779
600.0,3073,19297.803933
515.0,4143,19299.762973
600.0,3791,19301.542806
440.0,2540,19302.689637
1030.0,5345,19305.192033
570.0,2889,19306.503082
1175.0,6216,19309.310255
540.0,3775,19311.050906
1230.0,7643,19314.462243
1005.0,5331,19316.828083
745.0,3521,19318.392807
1205.0,6987,19321.671816
605.0,3387,19323.219454
525.0,3501,19330.390771
1230.0,5430,19332.902729
1445.0,6313,19335.875382
600.0,3321,19337.393006
515.0,3104,19338.783398
500.0,2705,19340.010373
920.0,5107,19342.253879
740.0,3096,19343.645748
1015.0,5218,19346.035909
1175.0,7627,19349.564023
1205.0,6836,19352.750855
520.0,3009,19354.208509
575.0,3228,19355.600123
1055.0,5415,19358.024814
545.0,2769,19359.286738
545.0,2983,19360.587602
1375.0,8381,19364.356931
1175.0,6766,19367.515995
545.0,2768,19368.871144
1275.0,6105,19371.602322
540.0,3266,19373.043152
570.0,3398,19374.504423
1150.0,7313,19383.688232
495.0,3425,19385.227371
600.0,3651,19386.904752
600.0,3829,19388.624147
570.0,3167,19390.027257
1040.0,4564,19392.083594
515.0,3370,19393.554841
515.0,3104,19394.928121
600.0,3443,19396.41775
545.0,3393,19397.943542
975.0,5313,19400.405989
1625.0,8571,19404.272319
770.0,3495,19405.806802
1120.0,6911,19408.834995
545.0,2846,19410.137744
655.0,3521,19411.708409
545.0,2958,19413.037656
1270.0,6511,19416.045198
605.0,3743,19417.787185
575.0,3465,19419.327574
350.0,2511,19420.49348
600.0,2853,19421.793895
545.0,2718,19423.002462
885.0,2833,19424.264378
570.0,4155,19426.155719
1075.0,5189,19436.749842
575.0,2922,19438.101101
585.0,3611,19439.657677
800.0,3381,19441.155381
575.0,3807,19442.800399
745.0,3585,19444.415425
625.0,2637,19445.640848
770.0,3665,19447.332227
495.0,4069,19449.235185
605.0,3303,19450.726338
525.0,3796,19452.495468
605.0,3557,19454.154078
355.0,2418,19455.200977
380.0,2337,19456.268527
485.0,2879,19457.548646
375.0,2156,19458.569559
600.0,3209,19459.970777
600.0,3317,19461.456142
1115.0,6463,19464.417186
910.0,4989,19466.700758
355.0,2581,19467.901402
575.0,3017,19469.357944
1160.0,7005,19472.481885
540.0,4115,19474.286599
1230.0,6933,19477.283812
1235.0,7501,19480.778048
375.0,2609,19487.396006
1155.0,5191,19489.668017
1175.0,6975,19492.785825
1350.0,6749,19495.857472
600.0,3931,19497.612875
815.0,5073,19499.983927
800.0,4055,19501.834475
1075.0,5621,19504.444088
1430.0,6773,19507.517563
1320.0,7615,19510.904243
1315.0,5591,19513.476688
575.0,3644,19515.183846
585.0,3305,19516.733143
575.0,3009,19518.125595
550.0,3935,19519.867806
1360.0,6571,19522.682871
545.0,3051,19524.049274
325.0,2482,19525.201805
555.0,3885,19526.952677
570.0,3277,19528.368799
455.0,3301,19529.913432
800.0,3561,19531.517953
580.0,3881,19538.606244
570.0,3223,19540.050578
500.0,3565,19541.603806
655.0,3633,19543.228796
595.0,2220,19544.2654
445.0,4211,19546.185658
1095.0,7025,19549.341763
570.0,4117,19551.233812
450.0,3399,19552.844778
475.0,3697,19554.460088
1485.0,5657,19556.959976
570.0,3403,19558.455853
570.0,3947,19560.229562
1390.0,9435,19564.49044
640.0,2683,19565.72261
540.0,4183,19567.638904
685.0,3777,19569.352918
515.0,3991,19571.146867
600.0,3271,19572.641198
1635.0,7681,19576.115573
1515.0,7969,19579.688615
500.0,3449,19581.226698
600.0,3257,19582.697118
930.0,5241,19590.890599
570.0,2620,19592.014022
575.0,3630,19593.649848
545.0,3671,19595.334727
425.0,2667,19596.548466
1345.0,6229,19599.422715
545.0,3437,19600.966121
500.0,3393,19602.474653
480.0,3415,19604.050961
570.0,3856,19605.837548
730.0,3536,19607.439363
1125.0,7187,19610.656522
1180.0,5361,19613.056312
1055.0,6261,19615.895802
1025.0,5525,19618.485086
995.0,5559,19621.05332
1175.0,6767,19624.073637
1360.0,7763,19627.513593
920.0,5629,19630.128423
1230.0,6079,19632.917451
545.0,3361,19640.331947
995.0,6291,19643.152638
1430.0,7549,19646.590733
535.0,2331,19647.673867
600.0,2641,19648.894808
1350.0,7693,19652.511835
570.0,3201,19653.964027
540.0,3578,19655.533225
1315.0,6523,19658.375492
515.0,3549,19659.901037
1155.0,7017,19663.106742
1175.0,7312,19666.513839
740.0,3773,19668.276729
1060.0,5553,19670.769561
555.0,3091,19672.135304
480.0,3667,19673.779622
575.0,3331,19675.233496
390.0,3241,19676.706163
1095.0,7085,19679.977712
515.0,3301,19681.501721
1170.0,6617,19684.523256
540.0,2661,19685.742927
1170.0,6815,19695.160668
685.0,3729,19696.867551
570.0,3585,19698.561833
1375.0,7252,19701.957237
570.0,3306,19703.405154
1400.0,6893,19706.461617
1490.0,7251,19709.753721
1320.0,7171,19713.080771
1195.0,6298,19715.986172
1175.0,6567,19719.00265
600.0,3753,19720.664655
480.0,4053,19722.463589
570.0,4053,19724.259324
1190.0,7550,19727.617461
1285.0,7417,19731.061635
540.0,3730,19732.801396
525.0,4637,19734.99998
1130.0,7943,19748.649849
700.0,2933,19750.025397
545.0,4573,19752.043353
570.0,2853,19753.324863
575.0,3834,19755.080414
375.0,2507,19756.239
1125.0,7041,19759.432955
335.0,3308,19760.95407
495.0,3573,19762.591049
470.0,3477,19764.145497
570.0,4062,19766.017971
1345.0,5985,19768.799394
1355.0,7637,19772.255563
770.0,4169,19774.137353
1125.0,7009,19777.379968
1005.0,5502,19780.02002
570.0,3457,19781.613231
1175.0,7283,19784.858474
570.0,3741,19786.479603
1375.0,7226,19789.751543
1205.0,7299,19793.081218
970.0,4987,19802.935456
295.0,1837,19803.785228
560.0,3965,19805.595062
770.0,4497,19807.579415
745.0,3720,19809.266582
1130.0,7219,19812.700064
575.0,3920,19814.584582
580.0,2740,19815.825207
1520.0,7321,19819.032362
600.0,3715,19820.638266
570.0,3346,19822.155871
390.0,2343,19823.219118
600.0,3287,19824.683793
545.0,3107,19826.118355
545.0,3280,19827.630263
370.0,2689,19828.917793
770.0,4097,19830.784099
295.0,2325,19831.849801
1350.0,6735,19834.869847
1200.0,5877,19837.557622
1075.0,5841,19840.233152
315.0,2455,19841.345935
520.0,4087,19843.19706
1025.0,7680,19846.794173
1345.0,6241,19855.656416
440.0,2983,19856.97346
1210.0,6934,19860.169561
550.0,3823,19861.94949
915.0,4081,19863.818596
600.0,2975,19865.182951
545.0,3817,19866.936086
775.0,4148,19868.847643
1075.0,6019,19871.602953
1175.0,6365,19874.530392
800.0,3871,19876.371743
970.0,4521,19878.444903
975.0,4295,19880.451058
785.0,4987,19882.853882
545.0,2832,19884.170772
555.0,3102,19885.541263
545.0,4138,19887.328736
1340.0,5911,19889.94692
515.0,3729,19891.63217
480.0,3393,19893.201333
505.0,2817,19894.58138
545.0,3605,19896.257471
1835.0,8340,19900.101515
490.0,3991,19908.22162
1145.0,5730,19910.776538
1030.0,4999,19913.07307
775.0,3839,19914.839344
670.0,3305,19916.313218
545.0,3521,19917.846981
770.0,3882,19919.570367
745.0,3372,19921.051539
1575.0,7229,19924.211731
440.0,2451,19925.352649
1310.0,6621,19928.522892
940.0,3251,19929.969112
520.0,3937,19931.768383
1600.0,6386,19934.616668
500.0,3647,19936.173326
600.0,2905,19937.440522
1325.0,7165,19940.600346
545.0,3489,19942.21061
1125.0,6719,19945.30345
715.0,3414,19946.807312
1070.0,6033,19949.559031
370.0,2924,19950.862648
575.0,3664,19960.848277
600.0,3397,19962.429742
575.0,3059,19963.876789
600.0,3485,19965.403104
555.0,3351,19966.845378
550.0,3619,19968.390166
1205.0,7507,19971.695005
1010.0,6065,19974.41346
820.0,4395,19976.461899
600.0,3579,19978.058096
500.0,3777,19979.709196
1025.0,6713,19982.657592
545.0,3585,19984.245599
1200.0,7604,19987.583179
600.0,3189,19988.980066
935.0,6827,19992.037319
480.0,3121,19993.50116
570.0,3750,19995.206238
1125.0,6077,19998.037038
975.0,6471,20000.926927
745.0,3672,20002.576581
525.0,3413,20004.097697
570.0,3039,20012.206113
965.0,4851,20014.437331
540.0,3605,20016.011442
600.0,3747,20017.664008
1510.0,8733,20021.55674
370.0,2932,20022.910411
545.0,3152,20024.343859
1410.0,6848,20027.427273
1200.0,6118,20030.3025
905.0,4977,20032.561235
575.0,3024,20033.92217
745.0,2853,20035.201821
600.0,3017,20036.519744
465.0,3713,20038.157814
545.0,3799,20039.88062
1440.0,7799,20043.595503
1235.0,6479,20046.589983
800.0,3663,20048.261471
1230.0,8113,20051.790964
570.0,3750,20053.421481
520.0,3073,20054.816562
545.0,2972,20056.16633
605.0,3193,20065.586654
1985.0,10369,20070.201819
1040.0,6731,20073.172512
525.0,2795,20074.489647
1230.0,7643,20078.027649
1185.0,7589,20081.532013
1230.0,6361,20084.318616
1170.0,6037,20086.982594
1230.0,7241,20090.281783
575.0,3637,20092.017772
1130.0,7433,20095.333736
1410.0,6874,20098.444865
575.0,3047,20099.849708
1665.0,10885,20104.644142
1205.0,6583,20107.584743
1325.0,5679,20110.216657
1405.0,7404,20118.894858
600.0,3979,20120.675701
760.0,2941,20121.987059
1080.0,4769,20124.176411
515.0,3653,20125.831952
1430.0,6989,20128.985682
715.0,3955,20130.695455
600.0,3709,20132.368079
1215.0,7259,20135.658542
545.0,2689,20136.871418
545.0,3839,20138.547834
600.0,3827,20140.278536
600.0,3085,20141.685827
1110.0,5659,20144.368078
515.0,3368,20145.920089
1145.0,6575,20148.894356
550.0,2881,20150.146972
540.0,3233,20151.601028
490.0,3569,20153.134916
570.0,3232,20154.636869
1355.0,7563,20158.199058
540.0,3180,20159.730272
515.0,3201,20161.17333
545.0,3415,20168.82901
990.0,5979,20171.513645
